INF | Serving assets from frontend DevServer URL: http://localhost:4000/
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/dashboard/console/console.vue' (file='src/views/instance/detail/dashboard/console/console.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/dashboard/console/console.vue' not found, serving '/src/views/instance/detail/dashboard/console/console.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/dashboard/console/console.vue'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693143876855'
DEB | [AssetHandler] Handling request '/src/layout/components/Main/index.ts' (file='src/layout/components/Main/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Main/index.ts' not found, serving '/src/layout/components/Main/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Main/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.ts' (file='src/layout/components/SideLogo/index.ts')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.ts' not found, serving '/src/layout/components/SideLogo/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/Menu/index.ts' (file='src/layout/components/Menu/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Menu/index.ts' not found, serving '/src/layout/components/Menu/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Menu/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue?vue&type=style&index=0&lang.less'
DEB | [AssetHandler] Handling request '/src/hooks/index.ts' (file='src/hooks/index.ts')
DEB | [AssetHandler] File 'src/hooks/index.ts' not found, serving '/src/hooks/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.ts' (file='src/layout/components/Header/index.ts')
DEB | [AssetHandler] File 'src/layout/components/Header/index.ts' not found, serving '/src/layout/components/Header/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/index.vue' (file='src/layout/index.vue')
DEB | [AssetHandler] File 'src/layout/index.vue' not found, serving '/src/layout/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/index.vue?vue&type=style&index=1&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/layout/components/Main/index.vue' (file='src/layout/components/Main/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Main/index.vue' not found, serving '/src/layout/components/Main/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Main/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.vue' (file='src/layout/components/SideLogo/index.vue')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.vue' not found, serving '/src/layout/components/SideLogo/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/Menu/index.vue' (file='src/layout/components/Menu/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Menu/index.vue' not found, serving '/src/layout/components/Menu/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Menu/index.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.vue' (file='src/layout/components/Header/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/index.vue' not found, serving '/src/layout/components/Header/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.vue'
DEB | [AssetHandler] Handling request '/src/hooks/common/index.ts' (file='src/hooks/common/index.ts')
DEB | [AssetHandler] File 'src/hooks/common/index.ts' not found, serving '/src/hooks/common/index.ts' by AssetHandler
DEB | [AssetHandler] Handling request '/src/hooks/business/index.ts' (file='src/hooks/business/index.ts')
DEB | [AssetHandler] File 'src/hooks/business/index.ts' not found, serving '/src/hooks/business/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/index.ts'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/index.ts'
DEB | [AssetHandler] Handling request '/src/layout/components/SideLogo/index.vue' (file='src/layout/components/SideLogo/index.vue')
DEB | [AssetHandler] File 'src/layout/components/SideLogo/index.vue' not found, serving '/src/layout/components/SideLogo/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/SideLogo/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693143877675'
DEB | [AssetHandler] Handling request '/src/api/instance/index.ts' (file='src/api/instance/index.ts')
DEB | [AssetHandler] File 'src/api/instance/index.ts' not found, serving '/src/api/instance/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/api/instance/index.ts'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/dashboard/console/console.vue' (file='src/views/instance/detail/dashboard/console/console.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/dashboard/console/console.vue' not found, serving '/src/views/instance/detail/dashboard/console/console.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/dashboard/console/console.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/components/TimelineGraph.vue' (file='src/components/TimelineGraph.vue')
DEB | [AssetHandler] File 'src/components/TimelineGraph.vue' not found, serving '/src/components/TimelineGraph.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/TimelineGraph.vue'
DEB | [AssetHandler] Handling request '/src/hooks/business/useCountDown.ts' (file='src/hooks/business/useCountDown.ts')
DEB | [AssetHandler] File 'src/hooks/business/useCountDown.ts' not found, serving '/src/hooks/business/useCountDown.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useCountDown.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useDesignSetting.ts' (file='src/hooks/business/useDesignSetting.ts')
DEB | [AssetHandler] File 'src/hooks/business/useDesignSetting.ts' not found, serving '/src/hooks/business/useDesignSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useDesignSetting.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useProjectSetting.ts' (file='src/hooks/business/useProjectSetting.ts')
DEB | [AssetHandler] File 'src/hooks/business/useProjectSetting.ts' not found, serving '/src/hooks/business/useProjectSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useProjectSetting.ts'
DEB | [AssetHandler] Handling request '/src/hooks/business/useInstanceList.ts' (file='src/hooks/business/useInstanceList.ts')
DEB | [AssetHandler] File 'src/hooks/business/useInstanceList.ts' not found, serving '/src/hooks/business/useInstanceList.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/business/useInstanceList.ts'
DEB | [AssetHandler] Handling request '/src/hooks/common/useBoolean.ts' (file='src/hooks/common/useBoolean.ts')
DEB | [AssetHandler] File 'src/hooks/common/useBoolean.ts' not found, serving '/src/hooks/common/useBoolean.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useBoolean.ts'
DEB | [AssetHandler] Handling request '/src/hooks/common/useLoading.ts' (file='src/hooks/common/useLoading.ts')
DEB | [AssetHandler] File 'src/hooks/common/useLoading.ts' not found, serving '/src/hooks/common/useLoading.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useLoading.ts'
DEB | [AssetHandler] Handling request '/src/hooks/common/useApi.ts' (file='src/hooks/common/useApi.ts')
DEB | [AssetHandler] File 'src/hooks/common/useApi.ts' not found, serving '/src/hooks/common/useApi.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/hooks/common/useApi.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/webrtc-internals.js' (file='node_modules/.vite/deps/webrtc-internals.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/webrtc-internals.js' not found, serving '/node_modules/.vite/deps/webrtc-internals.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/webrtc-internals.js?v=d6127598'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693143877948'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/components.ts' (file='src/layout/components/Header/components.ts')
DEB | [AssetHandler] File 'src/layout/components/Header/components.ts' not found, serving '/src/layout/components/Header/components.ts' by AssetHandler
DEB | [AssetHandler] Handling request '/src/layout/components/Header/ProjectSetting.vue' (file='src/layout/components/Header/ProjectSetting.vue')
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/components.ts'
DEB | [AssetHandler] Handling request '/src/assets/imgs/logo.png' (file='src/assets/imgs/logo.png')
DEB | [AssetHandler] File 'src/assets/imgs/logo.png' not found, serving '/src/assets/imgs/logo.png' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/logo.png?import'
DEB | [AssetHandler] File 'src/layout/components/Header/ProjectSetting.vue' not found, serving '/src/layout/components/Header/ProjectSetting.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/ProjectSetting.vue'
DEB | [AssetHandler] Handling request '/src/layout/components/Header/index.vue' (file='src/layout/components/Header/index.vue')
DEB | [AssetHandler] File 'src/layout/components/Header/index.vue' not found, serving '/src/layout/components/Header/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-theme-dark.svg' (file='src/assets/imgs/nav-theme-dark.svg')
DEB | [AssetHandler] File 'src/assets/imgs/nav-theme-dark.svg' not found, serving '/src/assets/imgs/nav-theme-dark.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-theme-dark.svg?import'
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-horizontal.svg' (file='src/assets/imgs/nav-horizontal.svg')
DEB | [AssetHandler] Handling request '/src/layout/components/Header/ProjectSetting.vue' (file='src/layout/components/Header/ProjectSetting.vue')
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vicons_ionicons5.js' (file='node_modules/.vite/deps/@vicons_ionicons5.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vicons_ionicons5.js' not found, serving '/node_modules/.vite/deps/@vicons_ionicons5.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vicons_ionicons5.js?v=d6127598'
DEB | [AssetHandler] Handling request '/src/assets/imgs/nav-theme-light.svg' (file='src/assets/imgs/nav-theme-light.svg')
DEB | [AssetHandler] File 'src/assets/imgs/nav-theme-light.svg' not found, serving '/src/assets/imgs/nav-theme-light.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-theme-light.svg?import'
DEB | [AssetHandler] File 'src/layout/components/Header/ProjectSetting.vue' not found, serving '/src/layout/components/Header/ProjectSetting.vue' by AssetHandler
DEB | [AssetHandler] File 'src/assets/imgs/nav-horizontal.svg' not found, serving '/src/assets/imgs/nav-horizontal.svg' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/assets/imgs/nav-horizontal.svg?import'
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/layout/components/Header/ProjectSetting.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/api/isTimeout' (file='api/isTimeout')
DEB | [AssetHandler] File 'api/isTimeout' not found, serving '/api/isTimeout' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/api/isTimeout'
DEB | [AssetHandler] No GET request, serving '/m7s/api/sysinfo' by AssetHandler
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue'
DEB | [AssetHandler] Handling request '/__uno.css' (file='__uno.css')
DEB | [AssetHandler] File '__uno.css' not found, serving '/__uno.css' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/__uno.css?t=1693143878112'
DEB | [AssetHandler] Handling request '/src/views/instance/detail/address/index.vue' (file='src/views/instance/detail/address/index.vue')
DEB | [AssetHandler] File 'src/views/instance/detail/address/index.vue' not found, serving '/src/views/instance/detail/address/index.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/views/instance/detail/address/index.vue?vue&type=style&index=0&scoped=true&lang.less'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/crypto-js.js' (file='node_modules/.vite/deps/crypto-js.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/crypto-js.js' not found, serving '/node_modules/.vite/deps/crypto-js.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/crypto-js.js?v=e49e464d'
DEB | [AssetHandler] Handling request '/' (file='.')
DEB | [AssetHandler] File '.' not found, serving '/' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/#/instance/dashboard/1'
DEB | [AssetHandler] Handling request '/@vite/client' (file='@vite/client')
DEB | [AssetHandler] File '@vite/client' not found, serving '/@vite/client' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/@vite/client'
DEB | [AssetHandler] Handling request '/src/web.ts' (file='src/web.ts')
DEB | [AssetHandler] File 'src/web.ts' not found, serving '/src/web.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/web.ts'
DEB | [AssetHandler] Handling request '/node_modules/.pnpm/vite@4.1.3_h2kjp5g7qgql6ddxnzg7hqp2e4/node_modules/vite/dist/client/env.mjs' (file='node_modules/.pnpm/vite@4.1.3_h2kjp5g7qgql6ddxnzg7hqp2e4/node_modules/vite/dist/client/env.mjs')
DEB | [AssetHandler] File 'node_modules/.pnpm/vite@4.1.3_h2kjp5g7qgql6ddxnzg7hqp2e4/node_modules/vite/dist/client/env.mjs' not found, serving '/node_modules/.pnpm/vite@4.1.3_h2kjp5g7qgql6ddxnzg7hqp2e4/node_modules/vite/dist/client/env.mjs' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.pnpm/vite@4.1.3_h2kjp5g7qgql6ddxnzg7hqp2e4/node_modules/vite/dist/client/env.mjs'
DEB | [AssetHandler] Handling request '/src/app.ts' (file='src/app.ts')
DEB | [AssetHandler] File 'src/app.ts' not found, serving '/src/app.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/app.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/vue.js' (file='node_modules/.vite/deps/vue.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/vue.js' not found, serving '/node_modules/.vite/deps/vue.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/vue.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/router/index.ts' (file='src/router/index.ts')
DEB | [AssetHandler] File 'src/router/index.ts' not found, serving '/src/router/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/index.ts'
DEB | [AssetHandler] Handling request '/src/App.vue' (file='src/App.vue')
DEB | [AssetHandler] File 'src/App.vue' not found, serving '/src/App.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/App.vue'
DEB | [AssetHandler] Handling request '/src/store/index.ts' (file='src/store/index.ts')
DEB | [AssetHandler] File 'src/store/index.ts' not found, serving '/src/store/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/index.ts'
DEB | [AssetHandler] Handling request '/src/directives/index.ts' (file='src/directives/index.ts')
DEB | [AssetHandler] File 'src/directives/index.ts' not found, serving '/src/directives/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/directives/index.ts'
DEB | [AssetHandler] Handling request '/src/plugins/index.ts' (file='src/plugins/index.ts')
DEB | [AssetHandler] File 'src/plugins/index.ts' not found, serving '/src/plugins/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/plugins/index.ts'
DEB | [AssetHandler] Handling request '/src/components/SvgIcon/index.ts' (file='src/components/SvgIcon/index.ts')
DEB | [AssetHandler] File 'src/components/SvgIcon/index.ts' not found, serving '/src/components/SvgIcon/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/SvgIcon/index.ts'
DEB | [AssetHandler] Handling request '/src/components/Application/index.ts' (file='src/components/Application/index.ts')
DEB | [AssetHandler] File 'src/components/Application/index.ts' not found, serving '/src/components/Application/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/Application/index.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-WNTFG5KJ.js' (file='node_modules/.vite/deps/chunk-WNTFG5KJ.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-WNTFG5KJ.js' not found, serving '/node_modules/.vite/deps/chunk-WNTFG5KJ.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-WNTFG5KJ.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/chunk-TFWDKVI3.js' (file='node_modules/.vite/deps/chunk-TFWDKVI3.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/chunk-TFWDKVI3.js' not found, serving '/node_modules/.vite/deps/chunk-TFWDKVI3.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/chunk-TFWDKVI3.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/vue-router.js' (file='node_modules/.vite/deps/vue-router.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/vue-router.js' not found, serving '/node_modules/.vite/deps/vue-router.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/vue-router.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/router/guard/index.ts' (file='src/router/guard/index.ts')
DEB | [AssetHandler] File 'src/router/guard/index.ts' not found, serving '/src/router/guard/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/index.ts'
DEB | [AssetHandler] Handling request '/src/router/util.ts' (file='src/router/util.ts')
DEB | [AssetHandler] File 'src/router/util.ts' not found, serving '/src/router/util.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/util.ts'
DEB | [AssetHandler] Handling request '/src/router/constant.ts' (file='src/router/constant.ts')
DEB | [AssetHandler] File 'src/router/constant.ts' not found, serving '/src/router/constant.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/constant.ts'
DEB | [AssetHandler] Handling request '/src/components/SvgIcon/SvgIcon.vue' (file='src/components/SvgIcon/SvgIcon.vue')
DEB | [AssetHandler] File 'src/components/SvgIcon/SvgIcon.vue' not found, serving '/src/components/SvgIcon/SvgIcon.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/SvgIcon/SvgIcon.vue'
DEB | [AssetHandler] Handling request '/src/components/Application/Application.vue' (file='src/components/Application/Application.vue')
DEB | [AssetHandler] File 'src/components/Application/Application.vue' not found, serving '/src/components/Application/Application.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/components/Application/Application.vue'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/pinia.js' (file='node_modules/.vite/deps/pinia.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/pinia.js' not found, serving '/node_modules/.vite/deps/pinia.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/pinia.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/store/modules/index.ts' (file='src/store/modules/index.ts')
DEB | [AssetHandler] File 'src/store/modules/index.ts' not found, serving '/src/store/modules/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/index.ts'
DEB | [AssetHandler] Handling request '/src/plugins/naive.ts' (file='src/plugins/naive.ts')
DEB | [AssetHandler] File 'src/plugins/naive.ts' not found, serving '/src/plugins/naive.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/plugins/naive.ts'
DEB | [AssetHandler] Handling request '/src/plugins/assets.ts' (file='src/plugins/assets.ts')
DEB | [AssetHandler] File 'src/plugins/assets.ts' not found, serving '/src/plugins/assets.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/plugins/assets.ts'
DEB | [AssetHandler] Handling request '/src/directives/clickOutside.ts' (file='src/directives/clickOutside.ts')
DEB | [AssetHandler] File 'src/directives/clickOutside.ts' not found, serving '/src/directives/clickOutside.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/directives/clickOutside.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/naive-ui.js' (file='node_modules/.vite/deps/naive-ui.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/naive-ui.js' not found, serving '/node_modules/.vite/deps/naive-ui.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/naive-ui.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/utils/index.ts' (file='src/utils/index.ts')
DEB | [AssetHandler] File 'src/utils/index.ts' not found, serving '/src/utils/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/utils/index.ts'
DEB | [AssetHandler] Handling request '/src/store/modules/designSetting.ts' (file='src/store/modules/designSetting.ts')
DEB | [AssetHandler] File 'src/store/modules/designSetting.ts' not found, serving '/src/store/modules/designSetting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/store/modules/designSetting.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/highlight__js_lib_core.js' (file='node_modules/.vite/deps/highlight__js_lib_core.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/highlight__js_lib_core.js' not found, serving '/node_modules/.vite/deps/highlight__js_lib_core.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/highlight__js_lib_core.js?v=21270b03'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js' (file='node_modules/.vite/deps/highlight__js_lib_languages_yaml.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/highlight__js_lib_languages_yaml.js' not found, serving '/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/highlight__js_lib_languages_yaml.js?v=21270b03'
DEB | [AssetHandler] Handling request '/src/App.vue' (file='src/App.vue')
DEB | [AssetHandler] File 'src/App.vue' not found, serving '/src/App.vue' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/App.vue?vue&type=style&index=0&lang.less'
DEB | [AssetHandler] Handling request '/@id/plugin-vue:export-helper' (file='@id/plugin-vue:export-helper')
DEB | [AssetHandler] File '@id/plugin-vue:export-helper' not found, serving '/@id/plugin-vue:export-helper' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/@id/plugin-vue:export-helper'
DEB | [AssetHandler] Handling request '/src/router/routes/about.ts' (file='src/router/routes/about.ts')
DEB | [AssetHandler] File 'src/router/routes/about.ts' not found, serving '/src/router/routes/about.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/about.ts'
DEB | [AssetHandler] Handling request '/src/router/routes/frame.ts' (file='src/router/routes/frame.ts')
DEB | [AssetHandler] File 'src/router/routes/frame.ts' not found, serving '/src/router/routes/frame.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/frame.ts'
DEB | [AssetHandler] Handling request '/src/router/routes/instance-detail.ts' (file='src/router/routes/instance-detail.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-detail.ts' not found, serving '/src/router/routes/instance-detail.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-detail.ts'
DEB | [AssetHandler] Handling request '/src/router/routes/instance-list.ts' (file='src/router/routes/instance-list.ts')
DEB | [AssetHandler] File 'src/router/routes/instance-list.ts' not found, serving '/src/router/routes/instance-list.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/instance-list.ts'
DEB | [AssetHandler] Handling request '/src/router/routes/setting.ts' (file='src/router/routes/setting.ts')
DEB | [AssetHandler] File 'src/router/routes/setting.ts' not found, serving '/src/router/routes/setting.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/routes/setting.ts'
DEB | [AssetHandler] Handling request '/src/enums/index.ts' (file='src/enums/index.ts')
DEB | [AssetHandler] File 'src/enums/index.ts' not found, serving '/src/enums/index.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/enums/index.ts'
DEB | [AssetHandler] Handling request '/src/router/guard/dynamic.ts' (file='src/router/guard/dynamic.ts')
DEB | [AssetHandler] File 'src/router/guard/dynamic.ts' not found, serving '/src/router/guard/dynamic.ts' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/src/router/guard/dynamic.ts'
DEB | [AssetHandler] Handling request '/node_modules/.vite/deps/@vueuse_core.js' (file='node_modules/.vite/deps/@vueuse_core.js')
DEB | [AssetHandler] File 'node_modules/.vite/deps/@vueuse_core.js' not found, serving '/node_modules/.vite/deps/@vueuse_core.js' by AssetHandler
DEB | [ExternalAssetHandler] Loading 'http://localhost:4000/node_modules/.vite/deps/@vueuse_core.js?v=21270b03'
